1255;ПФСтрИнвУМ
1256;ПФТерЮгра
1257;ПФЮграРант
1352;Разгл-003D
1353;Разгуляй
1303;РАО ЕЭС
27911;РАО ЕЭС-1
27912;РАО ЕЭС-1п
1304;РАО ЕЭС-п
1359;Распадская
35301;РБК ао
28353;РБК ИС2 ао
1308;РБК ИС4-ао
1307;РБК ИС-ао
27895;РБК ИС-ао3
27890;РБК ИС-ао4
46667;РБК-001Dао
33408;РБК-ТВ ао
62535;РВМЖилНедв
30373;РВММегаплс
1310;РВМОтель
46596;РВМСтНедв1
28416;РГК
28417;РГК-п
61060;РГС ао
103666;РГС СК ао
59991;РДБанк ао
1311;РЕГ ИП АиО
1312;РЕГ ИП РФА
28607;РегБР ао
82985;РегионНедв
1360;РенесАкцИП
1361;РенесБалИП
1362;РенесБизНд
1363;РенесЗемИП
1364;РенесИнсИП
1365;РенесНдвип
1366;РенесОблИП
1367;РенесПерИП
1368;РенесРТСип
82995;Рент.Недв.
51871;Риком1Кред
51872;Риком2Кред
51967;РикомПлНед
69883;РитейлИнв
28331;РИТЭК 3ао
28332;РИТЭК 3ап
28333;РИТЭК 4ао
28334;РИТЭК 5ао
1326;РИТЭК ао
1327;РИТЭК ап
58324;РН Холд ао
58325;РН Холд ап
120395;РН-ЗапСиб
68379;РНТ
1370;Родина ап
33481;РодПростор
17794;Рождест.ип
1372;Росбанк ао
28427;Росбанк дв
31085;РОСИНВЕСТ
1334;РОСИНТЕРао
1373;Роснефть
54102;Россети ао
54103;Россети ап
1383;Ростел -ао
1384;Ростел -ап
36376;Ростел002D
36377;Ростел003D
36378;Ростел004D
36379;Ростел005D
36380;Ростел006D
36381;Ростел007D
36382;Ростел008D
36383;Ростел009D
36384;Ростел010D
36385;Ростел011D
36386;Ростел012D
36387;Ростел013D
36388;Ростел014D
36389;Ростел015D
36390;Ростел016D
36391;Ростел017D
27733;Ростел-1ао
27748;Ростел-1ап
27855;Ростел2-ао
27856;Ростел2-ап
49258;Ростоблгаз
1385;РостовЭС
1386;РостовЭС-п
1380;РостЭнр ао
1381;РостЭнр ап
1337;РОЭЛ-КНедв
1338;РОЭЛ-ПрИнв
152336;РСХБ 01Т1
107481;РСХБ 06Т1
107533;РСХБ 07Т1
112315;РСХБ 08Т1
152588;РСХБ 09Т1
58323;РТ Особый
1341;РТМ ао
80286;РусАква ао
33198;Русал рдр
16407;РусГидр37D
31679;РусГидр38D
36571;РусГидр39D
48895;РусГидр40D
63600;РусГидр41D
